文件路径,页码,图片,角度,标签,面积,bid,异常
135/食字第03册.pdf,3,Im7,180.00,反转,264098.62,135_3_3_7,
135/食字第03册.pdf,3,Im8,180.00,反转,266535.31,135_3_3_8,
135/食字第03册.pdf,3,Im9,180.00,反转,266682.78,135_3_3_9,
135/食字第03册.pdf,4,Im0,0.00,正,261914.99,135_3_4_4,
135/食字第03册.pdf,4,Im1,0.00,正,265560.80,135_3_4_3,
135/食字第03册.pdf,4,Im2,0.00,正,264242.65,135_3_4_2,
135/食字第03册.pdf,4,Im3,0.00,正,265566.75,135_3_4_1,
135/食字第03册.pdf,4,Im4,0.00,正,268361.99,135_3_4_0,
135/食字第03册.pdf,4,Im5,180.00,反转,268509.78,135_3_4_5,
135/食字第03册.pdf,4,Im6,180.00,反转,266567.55,135_3_4_6,
135/食字第03册.pdf,4,Im7,180.00,反转,265686.30,135_3_4_7,
135/食字第03册.pdf,4,Im8,180.00,反转,268861.10,135_3_4_8,
135/食字第03册.pdf,4,Im9,180.00,反转,267972.26,135_3_4_9,
135/食字第03册.pdf,5,Im0,0.00,正,265949.58,135_3_5_4,
135/食字第03册.pdf,5,Im1,0.00,正,263752.90,135_3_5_3,
135/食字第03册.pdf,5,Im2,0.00,正,263247.71,135_3_5_2,
135/食字第03册.pdf,5,Im3,0.00,正,266920.25,135_3_5_1,
135/食字第03册.pdf,5,Im4,0.00,正,264306.27,135_3_5_0,
135/食字第03册.pdf,5,Im5,180.00,反转,266802.49,135_3_5_5,
135/食字第03册.pdf,5,Im6,180.00,反转,261087.50,135_3_5_6,
135/食字第03册.pdf,5,Im7,180.00,反转,258921.39,135_3_5_7,
135/食字第03册.pdf,5,Im8,180.00,反转,266122.67,135_3_5_8,
135/食字第03册.pdf,5,Im9,180.00,反转,262759.47,135_3_5_9,
135/食字第03册.pdf,6,Im0,-0.50,正,278436.38,135_3_6_4,
135/食字第03册.pdf,6,Im1,-0.50,正,276404.36,135_3_6_3,
135/食字第03册.pdf,6,Im2,0.00,正,266502.12,135_3_6_2,
135/食字第03册.pdf,6,Im3,0.00,正,259923.64,135_3_6_1,
135/食字第03册.pdf,6,Im4,0.00,正,267714.75,135_3_6_0,
135/食字第03册.pdf,6,Im5,180.00,反转,266682.80,135_3_6_5,
135/食字第03册.pdf,6,Im6,180.00,反转,269219.23,135_3_6_6,
135/食字第03册.pdf,6,Im7,180.00,反转,267151.71,135_3_6_7,
135/食字第03册.pdf,6,Im8,180.00,反转,269987.05,135_3_6_8,
135/食字第03册.pdf,6,Im9,180.00,反转,266728.87,135_3_6_9,
135/食字第03册.pdf,7,Im0,0.00,正,268746.67,135_3_7_4,
135/食字第03册.pdf,7,Im1,0.00,正,267272.43,135_3_7_3,
135/食字第03册.pdf,7,Im2,0.00,正,268274.10,135_3_7_2,
135/食字第03册.pdf,7,Im3,0.00,正,266213.88,135_3_7_1,
135/食字第03册.pdf,7,Im4,-0.25,正,270160.11,135_3_7_0,
135/食字第03册.pdf,7,Im5,179.75,反转,270787.80,135_3_7_5,
135/食字第03册.pdf,7,Im6,180.00,反转,265598.11,135_3_7_6,
135/食字第03册.pdf,7,Im7,180.00,反转,263394.58,135_3_7_7,
135/食字第03册.pdf,7,Im8,180.00,反转,266172.45,135_3_7_8,
135/食字第03册.pdf,7,Im9,180.00,反转,268686.35,135_3_7_9,
135/食字第03册.pdf,8,Im0,0.00,正,263958.47,135_3_8_4,
135/食字第03册.pdf,8,Im1,0.00,正,264104.73,135_3_8_3,
135/食字第03册.pdf,8,Im2,-0.50,正,272657.97,135_3_8_2,
135/食字第03册.pdf,8,Im3,-0.50,正,278928.92,135_3_8_1,
135/食字第03册.pdf,8,Im4,0.00,正,264484.51,135_3_8_0,
135/食字第03册.pdf,8,Im5,180.00,反转,263458.20,135_3_8_5,
135/食字第03册.pdf,8,Im6,180.00,反转,262196.66,135_3_8_6,
135/食字第03册.pdf,8,Im7,180.00,反转,264689.61,135_3_8_7,
135/食字第03册.pdf,8,Im8,180.00,反转,269160.15,135_3_8_8,
135/食字第03册.pdf,8,Im9,180.00,反转,267093.08,135_3_8_9,
135/食字第03册.pdf,9,Im0,0.00,正,267125.07,135_3_9_4,
135/食字第03册.pdf,9,Im1,0.00,正,266093.12,135_3_9_3,
135/食字第03册.pdf,9,Im2,0.00,正,266596.71,135_3_9_2,
135/食字第03册.pdf,9,Im3,0.00,正,265566.75,135_3_9_1,
135/食字第03册.pdf,9,Im4,0.00,正,267978.84,135_3_9_0,
135/食字第03册.pdf,9,Im5,180.00,反转,265920.84,135_3_9_5,
135/食字第03册.pdf,9,Im6,180.00,反转,265828.81,135_3_9_6,
135/食字第03册.pdf,9,Im7,180.00,反转,265976.16,135_3_9_7,
135/食字第03册.pdf,9,Im8,-179.50,反转,276281.67,135_3_9_8,
135/食字第03册.pdf,9,Im9,-179.50,反转,274054.99,135_3_9_9,
135/食字第03册.pdf,10,Im0,0.00,正,264982.86,135_3_10_0,
135/食字第03册.pdf,10,Im1,-179.25,反转,271794.75,135_3_10_1,
135/食字第03册.pdf,10,Im2,180.00,反转,267329.14,135_3_10_2,
135/食字第02册.pdf,0,Im0,0.00,正,3291175.85,135_2_0_0,异常
135/食字第02册.pdf,1,Im0,0.00,正,268094.88,135_2_1_4,
135/食字第02册.pdf,1,Im1,0.00,正,267503.30,135_2_1_3,
135/食字第02册.pdf,1,Im2,0.00,正,267948.52,135_2_1_2,
135/食字第02册.pdf,1,Im3,0.00,正,262366.26,135_2_1_1,
135/食字第02册.pdf,1,Im4,0.00,正,267083.47,135_2_1_0,
135/食字第02册.pdf,1,Im5,180.00,反转,268564.82,135_2_1_5,
135/食字第02册.pdf,1,Im6,180.00,反转,264513.90,135_2_1_6,
135/食字第02册.pdf,1,Im7,180.00,反转,269395.89,135_2_1_7,
135/食字第02册.pdf,1,Im8,180.00,反转,265258.65,135_2_1_8,
135/食字第02册.pdf,1,Im9,180.00,反转,269100.88,135_2_1_9,
135/食字第02册.pdf,2,Im0,0.00,正,269160.15,135_2_2_4,
135/食字第02册.pdf,2,Im1,0.00,正,267093.08,135_2_2_3,
135/食字第02册.pdf,2,Im2,0.25,正,272579.16,135_2_2_2,
135/食字第02册.pdf,2,Im3,0.25,正,273358.36,135_2_2_1,
135/食字第02册.pdf,2,Im4,-0.25,正,274227.32,135_2_2_0,
135/食字第02册.pdf,2,Im5,179.75,反转,271511.56,135_2_2_5,
135/食字第02册.pdf,2,Im6,180.00,反转,267684.94,135_2_2_6,
135/食字第02册.pdf,2,Im7,180.00,反转,265620.16,135_2_2_7,
135/食字第02册.pdf,2,Im8,180.00,反转,267506.27,135_2_2_8,
135/食字第02册.pdf,2,Im9,180.00,反转,264864.97,135_2_2_9,
135/食字第02册.pdf,3,Im0,0.00,正,269396.40,135_2_3_4,
135/食字第02册.pdf,3,Im1,0.00,正,267327.52,135_2_3_3,
135/食字第02册.pdf,3,Im2,0.00,正,268451.29,135_2_3_2,
135/食字第02册.pdf,3,Im3,0.00,正,266389.74,135_2_3_1,
135/食字第02册.pdf,3,Im4,0.00,正,267449.79,135_2_3_0,
135/食字第02册.pdf,3,Im5,180.00,反转,265979.51,135_2_3_5,
135/食字第02册.pdf,3,Im6,180.00,反转,267125.02,135_2_3_6,
135/食字第02册.pdf,3,Im7,180.00,反转,266097.61,135_2_3_7,
135/食字第02册.pdf,3,Im8,180.00,反转,268037.92,135_2_3_8,
135/食字第02册.pdf,3,Im9,180.00,反转,268037.94,135_2_3_9,
135/食字第02册.pdf,4,Im0,0.00,正,269337.34,135_2_4_4,
135/食字第02册.pdf,4,Im1,0.00,正,267859.86,135_2_4_3,
135/食字第02册.pdf,4,Im2,0.00,正,266647.09,135_2_4_2,
135/食字第02册.pdf,4,Im3,0.00,正,266794.90,135_2_4_1,
135/食字第02册.pdf,4,Im4,0.00,正,268098.08,135_2_4_0,
135/食字第02册.pdf,4,Im5,180.00,反转,267213.78,135_2_4_5,
135/食字第02册.pdf,4,Im6,180.00,反转,269219.23,135_2_4_6,
135/食字第02册.pdf,4,Im7,180.00,反转,267151.71,135_2_4_7,
135/食字第02册.pdf,4,Im8,180.00,反转,268538.41,135_2_4_8,
135/食字第02册.pdf,4,Im9,180.00,反转,267503.30,135_2_4_9,
135/食字第02册.pdf,5,Im0,-0.25,正,273191.48,135_2_5_4,
135/食字第02册.pdf,5,Im1,-0.25,正,271671.98,135_2_5_3,
135/食字第02册.pdf,5,Im2,0.25,正,274004.08,135_2_5_2,
135/食字第02册.pdf,5,Im3,0.25,正,270358.92,135_2_5_1,
135/食字第02册.pdf,5,Im4,0.00,正,267919.81,135_2_5_0,
135/食字第02册.pdf,5,Im5,180.00,反转,265274.38,135_2_5_5,
135/食字第02册.pdf,5,Im6,180.00,反转,268687.65,135_2_5_6,
135/食字第02册.pdf,5,Im7,180.00,反转,265445.15,135_2_5_7,
135/食字第02册.pdf,5,Im8,180.00,反转,269217.89,135_2_5_8,
135/食字第02册.pdf,5,Im9,180.00,反转,267145.83,135_2_5_9,
135/食字第02册.pdf,6,Im0,0.00,正,268569.59,135_2_6_4,
135/食字第02册.pdf,6,Im1,0.00,正,265321.29,135_2_6_3,
135/食字第02册.pdf,6,Im2,0.00,正,266508.19,135_2_6_2,
135/食字第02册.pdf,6,Im3,0.00,正,265625.24,135_2_6_1,
135/食字第02册.pdf,6,Im4,0.00,正,265279.83,135_2_6_0,
135/食字第02册.pdf,6,Im5,180.00,反转,268980.74,135_2_6_5,
135/食字第02册.pdf,6,Im6,180.00,反转,268240.57,135_2_6_6,
135/食字第02册.pdf,6,Im7,180.00,反转,268388.60,135_2_6_7,
135/食字第02册.pdf,6,Im8,180.00,反转,267979.01,135_2_6_8,
135/食字第02册.pdf,6,Im9,180.00,反转,266502.50,135_2_6_9,
135/食字第02册.pdf,7,Im0,0.00,正,262783.27,135_2_7_4,
135/食字第02册.pdf,7,Im1,0.00,正,267035.87,135_2_7_3,
135/食字第02册.pdf,7,Im2,0.00,正,261568.56,135_2_7_2,
135/食字第02册.pdf,7,Im3,0.00,正,267743.87,135_2_7_1,
135/食字第02册.pdf,7,Im4,0.00,正,263971.22,135_2_7_0,
135/食字第02册.pdf,7,Im5,180.00,反转,267803.31,135_2_7_5,
135/食字第02册.pdf,7,Im6,179.50,反转,272044.39,135_2_7_6,
135/食字第02册.pdf,7,Im7,179.50,反转,275537.04,135_2_7_7,
135/食字第02册.pdf,7,Im8,180.00,反转,265297.70,135_2_7_8,
135/食字第02册.pdf,7,Im9,180.00,反转,266624.19,135_2_7_9,
135/食字第02册.pdf,8,Im0,0.00,正,264292.80,135_2_8_4,
135/食字第02册.pdf,8,Im1,0.00,正,267979.92,135_2_8_3,
135/食字第02册.pdf,8,Im2,0.00,正,263828.34,135_2_8_2,
135/食字第02册.pdf,8,Im3,0.00,正,266331.15,135_2_8_1,
135/食字第02册.pdf,8,Im4,0.00,正,265716.09,135_2_8_0,
135/食字第02册.pdf,8,Im5,180.00,反转,265862.73,135_2_8_5,
135/食字第02册.pdf,8,Im6,180.00,反转,263136.99,135_2_8_6,
135/食字第02册.pdf,8,Im7,180.00,反转,267092.85,135_2_8_7,
135/食字第02册.pdf,8,Im8,180.00,反转,265361.14,135_2_8_8,
135/食字第02册.pdf,8,Im9,180.00,反转,264338.27,135_2_8_9,
135/食字第02册.pdf,9,Im0,0.00,正,266655.40,135_2_9_4,
135/食字第02册.pdf,9,Im1,0.00,正,264447.92,135_2_9_3,
135/食字第02册.pdf,9,Im2,0.00,正,266639.07,135_2_9_2,
135/食字第02册.pdf,9,Im3,0.00,正,267972.28,135_2_9_1,
135/食字第02册.pdf,9,Im4,0.00,正,258940.76,135_2_9_0,
135/食字第02册.pdf,9,Im5,180.00,反转,265793.39,135_2_9_5,
135/食字第02册.pdf,9,Im6,180.00,反转,261740.21,135_2_9_6,
135/食字第09册.pdf,0,Im0,0.00,正,266384.04,135_9_0_4,
135/食字第09册.pdf,0,Im1,0.00,正,264338.29,135_9_0_3,
135/食字第09册.pdf,0,Im2,0.00,正,267092.80,135_9_0_2,
135/食字第09册.pdf,0,Im3,0.00,正,263283.50,135_9_0_1,
135/食字第09册.pdf,0,Im4,0.00,正,266091.80,135_9_0_0,
135/食字第09册.pdf,0,Im5,180.00,反转,264922.79,135_9_0_5,
135/食字第09册.pdf,0,Im6,180.00,反转,267329.12,135_9_0_6,
135/食字第09册.pdf,0,Im7,180.00,反转,263516.38,135_9_0_7,
135/食字第09册.pdf,0,Im8,180.00,反转,266563.87,135_9_0_8,
135/食字第09册.pdf,0,Im9,180.00,反转,265392.75,135_9_0_9,
135/食字第09册.pdf,1,Im0,0.00,正,266856.60,135_9_1_4,
135/食字第09册.pdf,1,Im1,0.00,正,262465.09,135_9_1_3,
135/食字第09册.pdf,1,Im2,0.00,正,266620.35,135_9_1_2,
135/食字第09册.pdf,1,Im3,0.00,正,264572.81,135_9_1_1,
135/食字第09册.pdf,1,Im4,0.00,正,266147.81,135_9_1_0,
135/食字第09册.pdf,1,Im5,180.00,反转,264103.92,135_9_1_5,
135/食字第09册.pdf,1,Im6,180.00,反转,266147.81,135_9_1_6,
135/食字第09册.pdf,1,Im7,180.00,反转,263519.92,135_9_1_7,
135/食字第09册.pdf,1,Im8,180.00,反转,266563.85,135_9_1_8,
135/食字第09册.pdf,1,Im9,180.00,反转,265392.73,135_9_1_9,
135/食字第09册.pdf,2,Im0,0.00,正,266620.35,135_9_2_4,
135/食字第09册.pdf,2,Im1,0.00,正,262817.71,135_9_2_3,
135/食字第09册.pdf,2,Im2,0.00,正,266620.30,135_9_2_2,
135/食字第09册.pdf,2,Im3,0.00,正,263987.79,135_9_2_1,
135/食字第09册.pdf,2,Im4,0.00,正,266147.81,135_9_2_0,
135/食字第09册.pdf,2,Im5,180.00,反转,261767.98,135_9_2_5,
135/食字第09册.pdf,2,Im6,180.00,反转,266327.86,135_9_2_6,
135/食字第09册.pdf,2,Im7,180.00,反转,265157.82,135_9_2_7,
135/食字第09册.pdf,2,Im8,180.00,反转,266620.35,135_9_2_8,
135/食字第09册.pdf,2,Im9,180.00,反转,263987.79,135_9_2_9,
135/食字第09册.pdf,3,Im0,0.00,正,266147.81,135_9_3_4,
135/食字第09册.pdf,3,Im1,0.00,正,264103.87,135_9_3_3,
135/食字第09册.pdf,3,Im2,0.00,正,265507.33,135_9_3_2,
135/食字第09册.pdf,3,Im3,0.00,正,265507.33,135_9_3_1,
135/食字第09册.pdf,3,Im4,0.00,正,266856.60,135_9_3_0,
135/食字第09册.pdf,3,Im5,180.00,反转,264221.69,135_9_3_5,
135/食字第09册.pdf,3,Im6,180.00,反转,266327.84,135_9_3_6,
135/食字第09册.pdf,3,Im7,180.00,反转,265157.82,135_9_3_7,
135/食字第09册.pdf,3,Im8,180.00,反转,266620.35,135_9_3_8,
135/食字第09册.pdf,3,Im9,180.00,反转,263987.79,135_9_3_9,
135/食字第09册.pdf,4,Im0,0.00,正,266147.81,135_9_4_4,
135/食字第09册.pdf,4,Im1,0.00,正,262351.91,135_9_4_3,
135/食字第09册.pdf,4,Im2,0.00,正,267092.85,135_9_4_2,
135/食字第09册.pdf,4,Im3,0.00,正,264455.58,135_9_4_1,
135/食字第09册.pdf,4,Im4,0.00,正,266856.60,135_9_4_0,
135/食字第09册.pdf,4,Im5,180.00,反转,264807.25,135_9_4_5,
135/食字第09册.pdf,4,Im6,180.00,反转,266856.58,135_9_4_6,
135/食字第09册.pdf,4,Im7,180.00,反转,264807.20,135_9_4_7,
135/食字第09册.pdf,4,Im8,180.00,反转,266856.58,135_9_4_8,
135/食字第09册.pdf,4,Im9,180.00,反转,264807.20,135_9_4_9,
135/食字第09册.pdf,5,Im0,0.00,正,267475.83,135_9_5_4,
135/食字第09册.pdf,5,Im1,0.00,正,262489.99,135_9_5_3,
135/食字第09册.pdf,5,Im2,0.00,正,266384.09,135_9_5_2,
135/食字第09册.pdf,5,Im3,0.00,正,260392.95,135_9_5_1,
135/食字第09册.pdf,5,Im4,0.00,正,266147.81,135_9_5_0,
135/食字第09册.pdf,5,Im5,180.00,反转,263519.89,135_9_5_5,
135/食字第09册.pdf,5,Im6,180.00,反转,266856.62,135_9_5_6,
135/食字第09册.pdf,5,Im7,180.00,反转,264807.24,135_9_5_7,
135/食字第09册.pdf,5,Im8,180.00,反转,266620.35,135_9_5_8,
135/食字第09册.pdf,5,Im9,180.00,反转,263987.81,135_9_5_9,
135/食字第09册.pdf,6,Im0,0.00,正,266384.04,135_9_6_4,
135/食字第09册.pdf,6,Im1,0.00,正,264338.29,135_9_6_3,
135/食字第09册.pdf,6,Im2,0.00,正,267092.85,135_9_6_2,
135/食字第09册.pdf,6,Im3,0.00,正,264455.58,135_9_6_1,
135/食字第09册.pdf,6,Im4,0.00,正,265507.31,135_9_6_0,
135/食字第09册.pdf,6,Im5,180.00,反转,265507.31,135_9_6_5,
135/食字第09册.pdf,6,Im6,180.00,反转,266620.35,135_9_6_6,
135/食字第09册.pdf,6,Im7,180.00,反转,264572.78,135_9_6_7,
135/食字第09册.pdf,6,Im8,180.00,反转,263402.80,135_9_6_8,
135/食字第09册.pdf,6,Im9,180.00,反转,266620.35,135_9_6_9,
135/食字第09册.pdf,7,Im0,0.00,正,266327.86,135_9_7_4,
135/食字第09册.pdf,7,Im1,0.00,正,265157.78,135_9_7_3,
135/食字第09册.pdf,7,Im2,0.00,正,267329.14,135_9_7_2,
135/食字第09册.pdf,7,Im3,0.00,正,265276.16,135_9_7_1,
135/食字第09册.pdf,7,Im4,0.00,正,266620.35,135_9_7_0,
135/食字第09册.pdf,7,Im5,180.00,反转,262817.72,135_9_7_5,
135/食字第09册.pdf,7,Im6,180.00,反转,265978.33,135_9_7_6,
135/食字第05册.pdf,0,Im0,0.00,正,3290304.98,135_5_0_0,异常
135/食字第05册.pdf,1,Im0,-0.25,正,271283.57,135_5_1_4,
135/食字第05册.pdf,1,Im1,-0.25,正,271767.29,135_5_1_3,
135/食字第05册.pdf,1,Im2,0.00,正,265334.79,135_5_1_2,
135/食字第05册.pdf,1,Im3,0.00,正,266508.14,135_5_1_1,
135/食字第05册.pdf,1,Im4,0.00,正,267566.85,135_5_1_0,
135/食字第05册.pdf,1,Im5,180.00,反转,266391.40,135_5_1_5,
135/食字第05册.pdf,1,Im6,180.00,反转,268215.13,135_5_1_6,
135/食字第05册.pdf,1,Im7,180.00,反转,266743.85,135_5_1_7,
135/食字第05册.pdf,1,Im8,180.00,反转,264572.76,135_5_1_8,
135/食字第05册.pdf,1,Im9,180.00,反转,265742.85,135_5_1_9,
135/食字第05册.pdf,2,Im0,0.00,正,266332.67,135_5_2_4,
135/食字第05册.pdf,2,Im1,0.00,正,263982.14,135_5_2_3,
135/食字第05册.pdf,2,Im2,0.25,正,271930.47,135_5_2_2,
135/食字第05册.pdf,2,Im3,0.50,正,272239.95,135_5_2_1,
135/食字第05册.pdf,2,Im4,0.00,正,266856.60,135_5_2_0,
135/食字第05册.pdf,2,Im5,180.00,反转,264807.27,135_5_2_5,
135/食字第05册.pdf,2,Im6,180.00,反转,267978.80,135_5_2_6,
135/食字第05册.pdf,2,Im7,-179.25,反转,276037.72,135_5_2_7,
135/食字第05册.pdf,2,Im8,180.00,反转,266741.42,135_5_2_8,
135/食字第05册.pdf,2,Im9,180.00,反转,267921.10,135_5_2_9,
135/食字第05册.pdf,3,Im0,0.00,正,268274.15,135_5_3_4,
135/食字第05册.pdf,3,Im1,0.00,正,265625.26,135_5_3_3,
135/食字第05册.pdf,3,Im2,1.00,正,281880.76,135_5_3_2,
135/食字第05册.pdf,3,Im3,0.00,正,265094.97,135_5_3_1,
135/食字第05册.pdf,3,Im4,0.00,正,266620.35,135_5_3_0,
135/食字第05册.pdf,3,Im5,180.00,反转,264572.83,135_5_3_5,
135/食字第05册.pdf,3,Im6,180.00,反转,268037.90,135_5_3_6,
135/食字第05册.pdf,3,Im7,180.00,反转,265979.45,135_5_3_7,
135/食字第05册.pdf,3,Im8,180.00,反转,268657.76,135_5_3_8,
135/食字第05册.pdf,3,Im9,180.00,反转,263649.89,135_5_3_9,
135/食字第05册.pdf,4,Im0,0.00,正,267331.29,135_5_4_4,
135/食字第05册.pdf,4,Im1,0.00,正,267331.19,135_5_4_3,
135/食字第05册.pdf,4,Im2,0.00,正,268156.83,135_5_4_2,
135/食字第05册.pdf,4,Im3,0.00,正,268451.36,135_5_4_1,
135/食字第05册.pdf,4,Im4,0.00,正,264278.03,135_5_4_0,
135/食字第05册.pdf,4,Im5,180.00,反转,267506.31,135_5_4_5,
135/食字第05册.pdf,4,Im6,180.00,反转,269396.38,135_5_4_6,
135/食字第05册.pdf,4,Im7,180.00,反转,266145.33,135_5_4_7,
135/食字第05册.pdf,4,Im8,179.75,反转,274126.03,135_5_4_8,
135/食字第05册.pdf,4,Im9,179.75,反转,270106.26,135_5_4_9,
135/食字第05册.pdf,5,Im0,0.00,正,267507.84,135_5_5_4,
135/食字第05册.pdf,5,Im1,0.00,正,265157.41,135_5_5_3,
135/食字第05册.pdf,5,Im2,0.00,正,267565.29,135_5_5_2,
135/食字第05册.pdf,5,Im3,0.00,正,265510.54,135_5_5_1,
135/食字第05册.pdf,5,Im4,0.00,正,267448.72,135_5_5_0,
135/食字第05册.pdf,5,Im5,180.00,反转,268923.88,135_5_5_5,
135/食字第05册.pdf,5,Im6,180.00,反转,268451.34,135_5_5_6,
135/食字第05册.pdf,5,Im7,180.00,反转,266978.77,135_5_5_7,
135/食字第05册.pdf,5,Im8,-179.50,反转,280260.18,135_5_5_8,
135/食字第05册.pdf,5,Im9,-179.50,反转,272683.01,135_5_5_9,
135/食字第05册.pdf,6,Im0,1.00,正,289545.46,135_5_6_4,
135/食字第05册.pdf,6,Im1,1.00,正,285482.50,135_5_6_3,
135/食字第05册.pdf,6,Im2,0.25,正,273638.13,135_5_6_2,
135/食字第05册.pdf,6,Im3,0.25,正,269998.33,135_5_6_1,
135/食字第05册.pdf,6,Im4,0.00,正,267270.08,135_5_6_0,
135/食字第05册.pdf,6,Im5,180.00,反转,267270.10,135_5_6_5,
135/食字第05册.pdf,6,Im6,180.00,反转,268923.88,135_5_6_6,
135/食字第05册.pdf,6,Im7,180.00,反转,268628.86,135_5_6_7,
135/食字第05册.pdf,6,Im8,180.00,反转,269278.26,135_5_6_8,
135/食字第05册.pdf,6,Im9,180.00,反转,267801.10,135_5_6_9,
135/食字第05册.pdf,7,Im0,0.00,正,266268.58,135_5_7_4,
135/食字第05册.pdf,7,Im1,0.00,正,265088.39,135_5_7_3,
135/食字第05册.pdf,7,Im2,0.00,正,270105.16,135_5_7_2,
135/食字第05册.pdf,7,Im3,0.00,正,269216.20,135_5_7_1,
135/食字第05册.pdf,7,Im4,0.00,正,264748.04,135_5_7_0,
135/食字第05册.pdf,7,Im5,180.00,反转,265921.49,135_5_7_5,
135/食字第05册.pdf,7,Im6,180.00,反转,267035.87,135_5_7_6,
135/食字第05册.pdf,7,Im7,180.00,反转,267329.12,135_5_7_7,
135/食字第05册.pdf,7,Im8,179.75,反转,269729.43,135_5_7_8,
135/食字第05册.pdf,7,Im9,179.75,反转,269036.97,135_5_7_9,
135/食字第04册.pdf,0,Im0,0.00,正,3291175.74,135_4_0_0,异常
135/食字第04册.pdf,1,Im0,-0.25,正,271995.35,135_4_1_4,
135/食字第04册.pdf,1,Im1,-0.25,正,270959.80,135_4_1_3,
135/食字第04册.pdf,1,Im2,0.00,正,269868.95,135_4_1_2,
135/食字第04册.pdf,1,Im3,0.00,正,266020.00,135_4_1_1,
135/食字第04册.pdf,1,Im4,0.00,正,265852.45,135_4_1_0,
135/食字第04册.pdf,1,Im5,180.00,反转,261477.47,135_4_1_5,
135/食字第04册.pdf,1,Im6,180.00,反转,267475.81,135_4_1_6,
135/食字第04册.pdf,1,Im7,180.00,反转,262489.94,135_4_1_7,
135/食字第04册.pdf,1,Im8,180.00,反转,269219.23,135_4_1_8,
135/食字第04册.pdf,1,Im9,180.00,反转,263164.38,135_4_1_9,
135/食字第04册.pdf,2,Im0,-0.25,正,274700.78,135_4_2_4,
135/食字第04册.pdf,2,Im1,-0.25,正,268032.19,135_4_2_3,
135/食字第04册.pdf,2,Im2,0.00,正,267414.03,135_4_2_2,
135/食字第04册.pdf,2,Im3,0.00,正,266378.71,135_4_2_1,
135/食字第04册.pdf,2,Im4,0.00,正,269219.25,135_4_2_0,
135/食字第04册.pdf,2,Im5,180.00,反转,265970.28,135_4_2_5,
135/食字第04册.pdf,2,Im6,180.00,反转,268628.57,135_4_2_6,
135/食字第04册.pdf,2,Im7,180.00,反转,260229.31,135_4_2_7,
135/食字第04册.pdf,2,Im8,180.00,反转,268746.69,135_4_2_8,
135/食字第04册.pdf,2,Im9,180.00,反转,259754.09,135_4_2_9,
135/食字第04册.pdf,3,Im0,0.00,正,270459.59,135_4_3_4,
135/食字第04册.pdf,3,Im1,0.00,正,263783.43,135_4_3_3,
135/食字第04册.pdf,3,Im2,0.00,正,268184.99,135_4_3_2,
135/食字第04册.pdf,3,Im3,0.00,正,263185.89,135_4_3_1,
135/食字第04册.pdf,3,Im4,0.00,正,269101.07,135_4_3_0,
135/食字第04册.pdf,3,Im5,180.00,反转,265853.56,135_4_3_5,
135/食字第04册.pdf,3,Im6,180.00,反转,268538.45,135_4_3_6,
135/食字第04册.pdf,3,Im7,180.00,反转,267503.30,135_4_3_7,
135/食字第04册.pdf,3,Im8,180.00,反转,269278.30,135_4_3_8,
135/食字第04册.pdf,3,Im9,180.00,反转,261449.65,135_4_3_9,
135/食字第04册.pdf,4,Im0,0.00,正,263903.34,135_4_4_4,
135/食字第04册.pdf,4,Im1,0.00,正,259560.43,135_4_4_3,
135/食字第04册.pdf,4,Im2,0.00,正,264894.10,135_4_4_2,
135/食字第04册.pdf,4,Im3,0.00,正,262701.24,135_4_4_1,
135/食字第04册.pdf,4,Im4,0.00,正,265243.56,135_4_4_0,
135/食字第04册.pdf,4,Im5,180.00,反转,263052.64,135_4_4_5,
135/食字第04册.pdf,4,Im6,180.00,反转,264072.19,135_4_4_6,
135/食字第04册.pdf,4,Im7,180.00,反转,263052.04,135_4_4_7,
135/食字第04册.pdf,4,Im8,180.00,反转,265067.04,135_4_4_8,
135/食字第04册.pdf,4,Im9,180.00,反转,262877.65,135_4_4_9,
135/食字第04册.pdf,5,Im0,-0.50,正,274601.85,135_4_5_4,
135/食字第04册.pdf,5,Im1,-0.50,正,276748.62,135_4_5_3,
135/食字第04册.pdf,5,Im2,-0.25,正,269417.50,135_4_5_2,
135/食字第04册.pdf,5,Im3,-0.25,正,269082.66,135_4_5_1,
135/食字第04册.pdf,5,Im4,0.00,正,264367.94,135_4_5_0,
135/食字第04册.pdf,5,Im5,180.00,反转,263344.43,135_4_5_5,
135/食字第04册.pdf,5,Im6,180.00,反转,264894.12,135_4_5_6,
135/食字第04册.pdf,5,Im7,180.00,反转,263870.80,135_4_5_7,
135/食字第04册.pdf,5,Im8,179.75,反转,272147.14,135_4_5_8,
135/食字第04册.pdf,5,Im9,179.75,反转,266237.53,135_4_5_9,
135/食字第04册.pdf,6,Im0,-0.50,正,278249.78,135_4_6_4,
135/食字第04册.pdf,6,Im1,-0.50,正,275157.71,135_4_6_3,
135/食字第04册.pdf,6,Im2,0.00,正,267066.04,135_4_6_2,
